Date,Ticker,Open,High,Low,Close,Volume,Daily_Return,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,Volatility_20,Volatility_20_annualized
2020-05-26,AMZN,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,71364000,-0.0061636144559753525,121.01255111694336,119.47652549743653,121.19617281249764,120.26963500071817,34.60238252212538,0.9961771849459495,0.6592426655767587,0.33693451936919083,0.024214763191385217,0.38439744876435616
2020-05-27,AMZN,120.24949645996094,120.6790008544922,116.5,120.51950073242188,101138000,-0.004736042347035618,121.27975082397461,119.71730041503906,121.07314152521113,120.2934317370709,33.85218298848412,0.8874914347066607,0.7048924194027392,0.18259901530392153,0.02340526263267827,0.37154702577731763
2020-05-28,AMZN,119.21649932861328,121.84850311279295,118.9114990234375,120.05500030517578,63804000,-0.003854151605534595,121.44565048217774,119.7882755279541,120.88802493975015,120.27072398165232,33.22389677090466,0.7551707537450767,0.7149480862712068,0.04022266747386993,0.022795877750302864,0.3618733406683916
2020-05-29,AMZN,120.7969970703125,122.11849975585938,119.91000366210938,122.11849975585938,70198000,0.017187950901155657,121.71325073242187,119.70920066833496,121.1117476335882,120.4467026268149,38.669549365059865,0.8075044128325999,0.7334593515834854,0.07404506124911447,0.02097262710812313,0.3329301340067133
2020-06-01,AMZN,122.4000015258789,123.84649658203124,122.20850372314452,123.552001953125,58578000,0.011738616181262485,122.01955108642578,120.17170066833496,121.55543023714033,120.74244541979681,42.196211479343525,0.9536576895311129,0.7774990191730109,0.17615867035810195,0.011269597832229788,0.17889931943875578
2020-06-02,AMZN,123.3499984741211,123.67649841308594,122.2655029296875,123.62049865722656,50598000,0.0005543957444538172,122.25030059814453,120.56275062561035,121.93089722261054,121.01654572812345,42.366747772670884,1.0627614731459545,0.8345515099675996,0.22820996317835485,0.01108154490751608,0.17591407180609084
2020-06-03,AMZN,123.40049743652344,124.4000015258789,123.05850219726562,123.91999816894533,53420000,0.002422733405640143,122.39565048217773,120.9642505645752,122.29255194012595,121.29306500820172,43.156431120283926,1.160022102575084,0.8996456284890966,0.2603764740859875,0.011067735096803746,0.17569484785730458
2020-06-04,AMZN,123.87149810791016,125.3769989013672,122.50050354003906,123.02999877929688,58974000,-0.0071820481181340545,122.20895004272461,121.23760032653809,122.42663318361156,121.45848727211555,41.34356373686131,1.1520067230097055,0.9501178473932184,0.20188887561648716,0.010989968874903102,0.17446034735600358
2020-06-05,AMZN,122.22550201416016,124.43250274658205,121.85649871826172,124.1500015258789,66128000,0.009103493113018724,122.39025039672852,121.52607536315918,122.7399728822056,121.71482196295015,44.50296202814834,1.2219435339264493,1.0044829846998646,0.21746054922658464,0.011047903996675287,0.17538003890231624
2020-06-08,AMZN,125.01000213623048,126.5,124.36699676513672,126.2030029296875,79414000,0.016536458949464095,122.8261505126953,121.88720054626465,123.3696147090205,122.14226776930609,49.83667746427471,1.4265842409721472,1.0889032359543211,0.33768100501782605,0.01148061731891662,0.18224914994012698
2020-06-09,AMZN,126.47200012207033,131.32150268554688,126.25,130.04299926757812,103520000,0.030427139202305886,123.72115020751953,122.36685066223144,124.58295735603097,122.89471838818913,57.972788393130784,1.8769824031790279,1.2465190693992625,0.6304633337797654,0.012880556343440139,0.20447249299738846
2020-06-10,AMZN,132.25,136.11749267578125,131.31300354003906,132.37249755859375,98920000,0.017913292558120908,124.90644989013671,123.09310035705566,125.99923739286056,123.79736402346576,61.99937945521745,2.394297266833206,1.4760747088860513,0.9182225579471548,0.011739691616555413,0.1863618269159728
