Date,Stock_symbol,Open,High,Low,Close,Volume,Daily_Return,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,Volatility_20,Volatility_20_annualized,AvgSentiment,AvgConfidence,HeadlineCount,Tomorrow_Close,TomorrowUp
2020-04-06,AAPL,60.568149922006974,63.51568523881815,60.20121917390235,63.36119079589844,201820400,0.0872377425889847,60.28811187744141,60.64659538269043,60.27296457757557,60.745705929512965,69.27122350804228,-0.7962004387338055,-1.0904916646299416,0.2942912258961361,0.0650302606760044,1.0323233846544655,0.4,0.9199166417121888,5.0,62.627315521240234,0
2020-04-07,AAPL,65.37207245676143,65.58934152567265,62.52351377225885,62.627315521240234,202887200,-0.0115824097596617,60.59107284545898,60.33385715484619,60.70102838551459,60.9249068430108,68.05746099431528,-0.5526201103661492,-0.9829173537771831,0.430297243411034,0.0628979644889816,0.998474232060104,0.5,0.9243184924125672,2.0,64.23020935058594,1
2020-04-08,AAPL,63.4263318411564,64.54403084792533,63.06181768868783,64.23020935058594,168895200,0.0255941647187811,61.087155151367185,60.22087841033935,61.34269765189119,61.23969755801796,69.32184021974462,-0.2276169822628659,-0.8318572794743199,0.6042402972114539,0.0627357554507995,0.9958992434074831,0.1,0.8031376421451568,10.0,64.6937255859375,1
2020-04-09,AAPL,64.86512738575412,65.19584902236409,63.89951332637289,64.6937255859375,161834800,0.0072164833345251,61.31769485473633,60.45938491821289,61.95197545808143,61.56865260829601,69.69540105305974,0.0665846779858441,-0.6521688879822871,0.7187535659681312,0.0582581065734836,0.92481877108161,0.2,0.7645809531211853,5.0,65.96351623535156,1
2020-04-13,AAPL,64.77098217772529,66.07215077341053,64.17229875609489,65.96351623535156,131022800,0.0196277249132499,61.933515548706055,60.402415084838864,62.68134650849417,61.98721104896797,70.74630872321183,0.3976195954788508,-0.4422111912900595,0.8398307867689103,0.0518637895290194,0.8233121348590872,-0.1666666666666666,0.8043464024861654,6.0,69.29487609863281,1
2020-04-14,AAPL,67.59298426311395,69.58456326372355,67.12224446160415,69.29487609863281,194994800,0.0505030667467039,62.71180114746094,60.94364185333252,63.88380643397392,62.68317914893605,73.35676861574868,0.9181956641413436,-0.1701298202037789,1.0883254843451224,0.0431312431108496,0.6846872580502564,0.4,0.8327100396156311,5.0,68.66239166259766,0
2020-04-15,AAPL,68.17234288135833,69.1210568119712,67.74506136385055,68.66239166259766,131154400,-0.009127434402724,63.4393913269043,61.32469711303711,64.7526401119055,63.25262795976096,72.04233960197733,1.2651360402571257,0.116923351888402,1.1482126883687236,0.0425209570647039,0.6749992674099703,0.3333333333333333,0.751713623603185,6.0,69.20795440673828,1
2020-04-16,AAPL,69.3745233735621,69.5724759670409,68.16026433690568,69.20795440673828,157125200,0.0079455831777821,64.54453544616699,61.80774478912353,65.56269725642055,63.819801907092135,72.5000682618801,1.5660585932678046,0.4067504001642825,1.159308193103522,0.0418812260491948,0.664843852371899,0.375,0.7927494794130325,8.0,68.26891326904297,0
2020-04-17,AAPL,68.72516946310567,69.27074378183441,66.83497575491855,68.26891326904297,215250000,-0.0135683989758825,65.45873107910157,62.26665325164795,66.0547365314428,64.2435267987065,70.3646335047002,1.7090680401321734,0.6672139281578607,1.0418541119743128,0.0420207590914443,0.6670588707487096,0.0,0.766355323791504,10.0,66.85186004638672,0
2020-04-20,AAPL,67.09809629652644,67.9985265094596,66.83255101061553,66.85186004638672,130015200,-0.0207569324719106,66.31619529724121,62.84227886199951,66.19966807961441,64.49193948896176,67.15036257285735,1.6885946369777542,0.8714900699218395,0.8171045670559147,0.0391816912300272,0.6219900656494353,0.0,0.7372945348421732,3.0,64.78544616699219,0
