Date,Ticker,Close,High,Low,Open,Volume,Daily_Return,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,Volatility_20,Volatility_20_annualized
2021-08-27,META,369.38616943359375,370.4864920908366,360.91058112633107,361.9217211377598,11219100,0.022641055114178466,359.76173095703126,358.17119140625,361.313416673916,358.9873424932843,48.55313722267868,2.542230673601807,1.569842451212495,0.9723882223893121,0.011224274703938794,0.1781798370821711
2021-08-30,META,377.3463134765625,378.1690749179181,367.2945688504509,369.31681888061235,13547300,0.021549653727356954,361.1594543457031,359.59419403076174,364.2284888198517,360.7358159202632,55.91897430475371,3.682560787228226,1.9923861184156415,1.6901746688125847,0.01146292129303597,0.18196823423808078
2021-08-31,META,376.0774536132813,379.4280351230296,375.5024856460896,376.6424989511328,12345400,-0.003362587145985252,363.23423767089844,360.988948059082,366.3828460550207,362.1969242719792,54.57758468548295,4.432795721491686,2.4804680390308507,1.9523276824608358,0.011503900140873033,0.18261875328042573
2021-09-01,META,378.7242126464844,380.984363857357,375.5124267815391,376.28563561020815,11567200,0.007037803005135013,365.87108459472654,362.13538055419923,368.6267308898323,363.7709517362178,56.90009415373392,5.181207906580482,3.0206160125407773,2.160591894039705,0.010739123439489481,0.17047829951828264
2021-09-02,META,372.01312255859375,378.42680131818895,370.8037416560267,378.1789776107114,14832900,-0.01772025622812501,367.8695373535156,362.74552154541016,369.24243846597074,364.5559203859679,49.92896426912304,5.173168011458415,3.4511264123243053,1.7220415991341098,0.011517630885254445,0.18283672209011984
2021-09-03,META,372.9846801757813,373.876839658394,369.8620766087509,371.4878149898031,7509600,0.002611621897919747,369.54384460449216,363.37747650146486,369.9228460495726,365.35865941356917,50.86743302849602,5.185418638458032,3.7979848575510506,1.387433780906981,0.0115191179729736,0.18286032887581555
2021-09-07,META,378.85308837890625,379.6262972127844,369.9016963878122,372.6079424323459,10793800,0.015733644074494624,371.4104522705078,364.3970260620117,371.5465264730878,366.64384312455365,56.20665308066724,5.604058745462453,4.159199635133332,1.444859110329121,0.011797432520919587,0.18727843535651423
2021-09-08,META,374.2832336425781,377.554494807856,371.5274349497435,376.8506838787292,11067200,-0.012062339932036203,372.60594787597654,365.21187286376954,372.0441095948133,367.37140412627025,51.51219777981992,5.5036423973917294,4.428088187585011,1.0755542098067181,0.012232998111199992,0.19419282474574825
2021-09-09,META,374.7095031738281,376.5235596799351,373.2919586101133,374.35265150125184,9098900,0.0011388956088187463,373.55858154296874,366.10602416992185,372.5287266091796,368.07027070222813,51.91562761641415,5.396253455984265,4.621721241264862,0.7745322147194029,0.012167651046100783,0.1931554722467855
2021-09-10,META,375.3934631347656,380.4490731082647,374.9672135938655,378.0402035416748,11549600,0.0018253072183767038,374.9771240234375,366.90104217529296,373.04958779564976,368.76771760056505,52.59713594540436,5.305181963663074,4.758413385744505,0.5467685779185691,0.012112017955224933,0.1922723243080454
2021-09-13,META,373.2324523925781,378.4268279867525,371.0912517788471,378.357430083308,13026300,-0.005756655228201679,375.36175231933595,367.5617416381836,373.08283590418216,369.19293043789963,50.17730259804633,5.000983419434533,4.80692739248251,0.19405602695202262,0.012243142479784487,0.19435386160464235
2021-09-14,META,373.2522277832031,375.2942926398303,371.84457586409377,374.1146494141582,8711600,5.2984113514842335e-05,374.95234375,368.05589904785154,373.1136344276405,369.5795301850714,50.19988169477569,4.707237486662166,4.786989411318442,-0.0797519246562759,0.01212176109338232,0.1924269918313681
2021-09-15,META,370.66497802734375,374.2732754958761,364.46938530837144,373.7181528084096,17940300,-0.006931639152498614,374.4110961914063,368.82266693115236,372.66842417304105,369.6829061700497,47.186885338317,4.217060635884081,4.67300365623157,-0.45594302034748857,0.010992550339462845,0.17450132683546402
2021-09-16,META,369.8124694824219,370.3081169277425,366.4916255483903,369.5448307526397,11934200,-0.0022999436025999964,373.519921875,369.6955032348633,372.1491596838375,369.6952455331328,46.202852100989766,3.7169548929629173,4.48179390357784,-0.7648390106149225,0.010767696872182703,0.17093188870034087
2021-09-17,META,361.5450439453125,368.1768086376163,358.4422863528636,368.1768086376163,26299000,-0.02235572410167841,372.4731140136719,370.17132568359375,370.2211386404693,368.9190358581023,37.93981192808277,2.623265964432335,4.110088315748739,-1.4868223513164045,0.012106915765603595,0.19219132955876567
2021-09-20,META,352.6036071777344,357.88719567110746,346.7549430803481,356.17224460756535,19822800,-0.02473118334027169,370.4350067138672,369.9894256591797,367.0179511017902,367.36518550759104,31.39928748587741,1.0232153983474177,3.4927137322684754,-2.4694983339210577,0.013157140782789416,0.20886313485555896
2021-09-21,META,354.3680725097656,356.90578475265596,352.0979989695533,355.37918230513225,11751900,0.005004104598231862,367.98650512695315,369.69847869873047,364.71797317596753,366.1273652220838,33.823720826154485,-0.10129097763518757,2.773912790287743,-2.8752037679229305,0.012946056422328848,0.2055122745149563
2021-09-22,META,340.2223205566406,346.7946107075454,337.7242682523536,344.207345490811,43692900,-0.03991824616969453,364.5804138183594,368.59318084716796,360.2642181542717,363.66021811108925,25.91605781575494,-2.1095962316869645,1.7972109858928016,-3.9068072175797663,0.015508918221106806,0.2461964443001211
2021-09-23,META,342.9483642578125,346.6260900015658,340.0141399174007,342.3535812862905,21806300,0.008012536322460573,361.4042999267578,367.48144073486327,357.1158810821882,361.68766060125336,29.344254375504818,-3.4415516057743503,0.7494584675593713,-4.191010073333722,0.015513878036217708,0.24627517892411496
2021-09-24,META,349.887451171875,351.2653656500242,339.38964145891316,340.2520632105395,18801900,0.020233620093449423,358.85369873046875,366.9154113769531,355.8016210984949,360.56383113178873,37.29808977666931,-3.8923410298688736,-0.1789014319262777,-3.713439597942596,0.016227700490788338,0.2576067590944005
2021-09-27,META,350.5020446777344,352.05838496337213,344.05862769451767,346.76487371815995,15205800,0.0017565462945325905,356.5806579589844,365.97120513916013,354.83806174926565,359.6055657552121,37.96419351526344,-4.152139062183551,-0.9735489579777323,-3.1785901042058184,0.015236557266379808,0.24187284818181057
