Stock_symbol,Date,Headlines,Headline_count
GOOGL,2020-03-02,"['Alphabet Self-Driving Subsidiary Waymo Raises $2.25B In First External Funding', ""The Coronavirus Outbreak's Impact On Global Stocks, Commodities, ETFs"", 'Tech Industry Being Smashed By Coronavirus']",3
GOOGL,2020-03-03,"['Google Halts International Travel For Employees', 'Google Cancels Annual Conference Due To Coronavirus', '5 Reasons Why Tesla Is Way Ahead Of Traditional Automakers', 'Self-Driving Vehicle Company Waymo Announces First Outside Investment: $2.25 Billion']",4
GOOGL,2020-03-04,"[""Google Announces Second Stadia Games Studio, 'Division 2' Launch"", 'Google Cloud Says Will Launch Four Additional Cloud Regions In Delhi, Doha, Melbourne And Toronto']",2
GOOGL,2020-03-05,"[""Google's Exposure To Travel Will Impact Revenue, BofA Says"", 'Alphabet shares are trading lower in sympathy with the overall market amid coronavirus fears.', 'Google Internal Memo Shows Mgmt. Has Sold Its Seattle-Area Employees To Stay Home', 'Coronavirus Has Now Spread To Healthy Corporations, Set To Affect The Global Economy', 'Google Cloud Reports Partnership With AT&T To Enable Network Edge 5G Computing Solutions For Enterprises', ""Judge Quashes Tulsi Gabbard's Case Against Google Alleging Free Speech Violation""]",6
GOOGL,2020-03-06,"['FMCSA Vs ELDs, Airlines Lose $113 Billion, And Why ""This Is The Delay"" For Baby Yoda', 'Former Uber Exec Files For Bankruptcy After Losing $179M Dispute With Google', 'Shares of several technology companies are trading lower. Movement appears market related as markets continue to dip amid the global coronavirus outbreak.', 'Lipper Award Winners Pick Healthcare and Technology Stocks Amidst Coronavirus Downturn', ""15 Communication Services Stocks Moving In Friday's Pre-Market Session"", 'Tech Giants Ask Seattle Employees To Work Remotely As Coronavirus Cases Rise', 'Lyft San Francisco-Based Employees Told To Stay Home Over Coronavirus Fears']",7
GOOGL,2020-03-09,"['FANG Stocks Lose Nearly $150B In A Day As Coronavirus Fears Rise Even More, Oil Crashes', 'Tech Companies Lend A Hand To Help Organizations During Coronavirus Outbreak', ""38 Communication Services Stocks Moving In Monday's Pre-Market Session"", ""Twitter Marks Trump Campaign Video As 'Manipulated Media' In One Of The First Enforcements Of Updated Policy"", 'Bill Gates Foundation To Fund Coronavirus Testing Kits In Seattle, Aims At Checking Spread Of Disease In The Region']",5
GOOGL,2020-03-10,"['Google Recommends All North America Employees Work From Home', ""Shares of several technology companies are trading higher as markets look to rebound from Monday's selloff. The technology sector has been highly impacted by the coronavirus due to its China exposure and sensitivity to economic conditions.""]",2
GOOGL,2020-03-11,"['CME To Shut Down Chicago Trading Floor Over Coronavirus Concerns', 'YouTube Blog Shows Co. To Enable Ads For Content Discussing Coronavirus On A Limited Number Of Channels', 'Despite Volatility, FANG Continues to Prove Its Popularity', 'As Market Gyrates, Investors Seek Direction From Large Stocks Including Apple, Microsoft', 'Shares of several companies in the technology, software and semiconductor space are trading lower as equities sell off amid coronavirus fears. The virus spread has disrupted economic activity across sectors and caused global macro uncertainty.', 'Alphabet Creates Coronavirus Fund To Give Paid Sick Leaves To Affected Workers Globally', 'Amazon Announces $5M Fund To Help Small Seattle Businesses Tackle Coronavirus Impact', 'US Commerce Department Extends Huawei Temporary License, Asks Public For Comments On Future Extensions', 'Google Asks All North American Employees To Work From Home As Coronavirus Spreads']",9
GOOGL,2020-03-12,"['Shares of several communications companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors.', 'YouTube To Allow Ads On Coronavirus Videos After Suspending Them Earlier']",2
GOOGL,2020-03-13,"['Trump Declares National Emergency Over Coronavirus Pandemic, Promises More Tests Next Week', 'Birx Says New Coronavirus Testing Will Start Online Via Google Website, Will Guide To Drive Thru If Online Questionnaire Returns A Positive Answer, Then To Labs', 'Trump Thanks Google For Developing New Coronavirus-Related Website', 'Adobe Beats Q1 Targets, But Expects A Coronavirus-Caused Hit In Q2', 'Regulators Aiming To Break Of Big Tech Are Receiving ""Help"" From COVID-19', ""Shares of several communication and media companies are trading higher as the market rebounds following Thursday's selloff. NOTE: Since the coronavirus outbreak the healthcare sector has been extremely volatile."", ""Coronavirus, Oil Crash Are 'One-Two Punch' To Stock Market, Says Warren Buffett""]",7
GOOGL,2020-03-16,"['White House Says Microsoft, Google, Others Make Machine-Readable Database Of Coronavirus Research; Says Database Of 29,000 Scholarly Articles Aimed At Fostering Machine Learning Research', 'Shares of several communications companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors.', 'Google Accused by Rival of Fundamental GDPR Breaches', 'US Dollar, Futures Tumble As Fed Cut Fails To Boost Investor Sentiments', ""Google's Sister Verily Is Developing A Site To Help US Test Coronavirus Cases""]",5
GOOGL,2020-03-17,"['Two Pros Discuss The $1K Stocks Worth Buying', ""Mark Tepper Says 'DAWN' Is The New 'FANG'"", 'Dept. Of Justice, FTC Could Seek Extensions To Complete Probes For Merger Reviews, Allergan, Raytheon, Google Deals Mentioned', 'All The Major Events Canceled By Coronavirus (Updated)', 'Apple Hit With $1.2B Fine By French Antitrust Authorities', ""So-Called 'MAGA' Stocks Lose $1T Market Value In A Single Day"", 'NBCUniversal Releases Movies On-Demand Same Time As Theaters Due To Coronavirus']",7
GOOGL,2020-03-18,"['Waymo Shuts Safety Driver-Monitored Autonomous Taxis Citing Coronavirus Fears', 'Travel, Airline Stocks In Focus Amid Fresh Weakness; Amazon To Hire 100,000 Workers', 'Shares of several media and communications companies are trading lower as equities dip amid the ongoing coronavirus outbreak.', ""Greta Thunberg Among Europe's 30 Under 30 Forbes List"", ""Toyota Partners With China's Momenta To Commercialize HD Maps For Self-Driving Vehicles""]",5
GOOGL,2020-03-19,['Will Big Tech Come To The Rescue Against COVID-19?'],1
GOOGL,2020-03-20,"['Shares of several technology companies are trading higher. Market strength has been attributed to strong containment measures taken by California, rebound in oil, central bank actions and expectations of increased technology usage amid the virus outbreak.', ""Ex-Uber Executive Pleads Guilty To Stealing Google's Trade Secrets""]",2
GOOGL,2020-03-23,"['Benzinga CEO Talks Hedging Bets, Dividend Plays On PreMarket Prep', ""Shares of some technology companies are trading lower amid market volatility. Sunday's fiscal stimulus bill failed a procedural senate vote while the Fed on Monday announced stimulus measures. NOTE: Sector is mixed, with some names up for the session."", 'Stocks That Hit 52-Week Lows On Monday', 'How Tim Cook, Mark Zuckerberg And Other Tech CEOs Are Helping Fight The Global Pandemic']",4
GOOGL,2020-03-24,"['Youtube To Reduce Video Quality Worldwide To Ease Strain On Internet Networks Due To Coronavirus', 'Rise In Semiconductor, Cloud Computing Stocks Could Set Tone For Broader Economy', 'Shares of several communication services companies are trading higher as equities gain amid hopes of a US stimulus agreement.', '2020 Summer Olympics Likely To Be Postponed Until 2021 Due To Global Pandemic', 'Google Surveys Users For Coronavirus Symptoms To Help Researchers Forecast Spread']",5
GOOGL,2020-03-25,"['COVID-19 Crisis Could Make Big Tech Even Stronger', 'Alphabet shares are trading lower, not currently seeing company news. NOTE: Equities have begun moving lower following Tuesday strength. The stock has since reversed and are trading higher.', 'Google Gives 60-Day Extension To All Contractors Due To Pandemic', 'Microsoft, Facebook, Twitter Partner With WHO To Launch Coronavirus Hackathon']",4
GOOGL,2020-03-26,"['SunTrust Robinson Humphrey Maintains Buy on Alphabet, Lowers Price Target to $1350']",1
GOOGL,2020-03-27,"['Regional Banks, Other Cyclicals Saw Buying Interest Yesterday Amid Stimulus Hopes', '10 Stocks To Buy With Low Debt And High Liquidity', ""1,000 Google Employees Volunteer To Help Expand Sister Company's Coronavirus Testing Program"", 'Huawei Releases Latest Flagship Phone Amid Global Coronavirus Lockdown']",4
GOOGL,2020-03-30,"['Morgan Stanley Maintains Overweight on Alphabet, Lowers Price Target to $1310', ""Benzinga's Top Upgrades, Downgrades For March 30, 2020"", 'BMO Capital Upgrades Alphabet to Outperform']",3
GOOGL,2020-03-31,"['What Google And Is Doing To Fight The Coronavirus', 'The Prize No One Wanted: Dow On Pace For Steepest Q1 Loss Ever As Quarter Finally Ends']",2
GOOGL,2020-04-01,"['Some Staples Stocks Bouncing Back After Sliding In Recent Rally As Caution Tightens Grip', ""Here's How The 'MAGA' Tech Giant Stocks Performed In Q1""]",2
GOOGL,2020-04-02,"['Google To Donate $6.5M to Help Fight Coronavirus Misinformation', 'Coronavirus Outbreak Updated: Keep Up With The Latest Headlines', ""'Google to lift advertising ban on coronavirus topics' -Axios"", 'Credit Suisse Compiles List Of Corporations With Most And Least Cash', 'Self-Driving Car Engineer Demands $180M Compensation From Uber For Google Trade-Secret Theft Case']",5
GOOGL,2020-04-03,"['Alphabet shares are trading lower, weakness appears market related as equities move lower for the session.']",1
GOOGL,2020-04-05,['Ty Cobb: The Greatest Pro Athlete Investor Of All Time?'],1
GOOGL,2020-04-06,"['Shares of several semiconductor and large technology stocks are trading higher with the broader market on optimism that coronavirus cases in several US hotspots appear to be reaching their peak.', ""9 Communication Services Stocks Moving In Monday's Pre-Market Session""]",2
GOOGL,2020-04-07,['Facebook Surveys Users To Help Researchers Identify Coronavirus Clusters'],1
GOOGL,2020-04-08,"['Google Gets Federal Approval To Operate Under Sea Cable Between US and Taiwan To Boost Network Capacity', 'Netflix, YouTube, Disney+: Which Video Streaming Platform Do Teens Watch The Most?', ""UPDATE: Google Will Still Allow Use Of Zoom's Mobile App, Browser App"", 'UPDATE: Google Spokesperson Says Co. Has Banned Zoom Video Conferencing Desktop Client On Work Laptops', ""UPDATE: 'Google Bans Zoom Software From Employee Computers, Fearing Security Vulnerabilities' -BuzzFeed"", 'Google Has Banned Zoom Video Communications Software From Employee Computers, Fearing Security Vulnerabilities', 'The Show Must Go On – Event Industry Rising To The Challenge Of COVID-19', ""Alphabet Shares Unaffected Amid Report US Dept. Of Justice Recommends Approval of Google's Request To Use Part Of US-Asia Undersea Telecom Cable"", 'Google G Suite Shows Uptick In Business Users As Meet Use Explodes']",9
GOOGL,2020-04-09,"['Communications Services Sector Earnings: When Staying In Becomes The Trend', 'Will FANG Lead The Market Rebound?', 'French Regulator Says Google Must Pay French News and Publishing Firms for Using Their Content']",3
GOOGL,2020-04-12,"[""Apple's Stock Will Outperform Other FAANG Stocks In 2020, Long-Term Future 'Among The Brightest', Munster Says""]",1
GOOGL,2020-04-13,"[""Leon Cooperman Doesn't See Big Upside Potential For The Market Right Now"", 'YouTube Exec Talks Entertainment, Combatting Coronavirus Fake News', 'Apple Reportedly Planning Major iPhone Design Overhaul For Fall Launches', 'Apple And Google Team Up To Build Bluetooth Solution To Tackle COVID-19 Pandemic']",4
GOOGL,2020-04-14,"['Zoom Shares Fall Amid Headline Standard Chartered CEO Tells Staff Not To Use Zoom Or Google Hangouts For Video Communications, Cites Cybersecurity Risk', 'Alphabet shares are trading higher as the tech sector gains on positive coronavirus outlook. Optimism surrounding the virus has led to hopes of an upcoming return to economic activity, which would benefit the sector.', 'Apple And Google Give Details On Their Joint Coronavirus Contact Tracing Tool']",3
GOOGL,2020-04-15,"[""Google Parent Company To 'Significantly' Limit New Hiring In 2020, CEO Pichai Says"", 'Software Rises Above Semiconductors And Hardware As Tech Heads Into Earnings Season', 'Google CEO Tells Staff They Will Slow Hiring In 2020', ""US Senator Blumenthal Says Apple, Google Have A 'Lot Of Work To Do' To Convince People Coronavirus Contact Tracing Will Not Violate Privacy"", ""Every Member Of Trump's 'Great American Economic Revival' Industry Groups"", 'Startup Zoox Acknowledges Some Employees Were In Possession Of Tesla Confidential Information']",6
GOOGL,2020-04-16,"['S&P 500 Futures Up 3.2% After Hours; Many Other Stocks Moving Higher With Futures; Investors Reacting Favorably To White Phase Guidelines On Reopening Economy', ""Why The Pandemic Could Prove Amazon Is The 'Greatest Thing That Ever Happened To The American Consumer'"", ""'$GOOGL, $FB on Watch as Barry Diller Sees 80% Drop in Ad Spend' -Tweet"", 'Robinhood Said To Be Raising $250M In New Funding']",4
GOOGL,2020-04-17,"['Mizuho Maintains Buy on Alphabet, Lowers Price Target to $1500']",1
GOOGL,2020-04-20,"['Making Most Of Lockdowns, Facebook Gaming Launches Earlier Than Planned', 'Google To Roll Out 100K Wi-Fi Hotsports In CA In First Week Of May', 'With Live Sports On Hold, Esports Continue Stepping Up To The Plate']",3
GOOGL,2020-04-21,"['Shares of several technology companies are trading lower amid overall market weakness following a collapse in oil prices. Oil has been negatively impacted by excess supply and low demand amid the coronavirus pandemic.', '3 ETFs For Netflix Earnings']",2
GOOGL,2020-04-22,"['Zoom Unveils Version 5 With Updated Security Measures Following Backlash', 'Another Autonomous Trucking Startup Announces Layoffs', 'Wedbush Maintains Outperform on Alphabet, Lowers Price Target to $1375', 'Little Things Count: After Selloff To Start Week, A Bit of Light Arrives With Positive Earnings', 'Facebook Bowed Down To Vietnamese Censorship After Local Servers Brought Down: Reuters', 'Shares of several social media and internet communication companies are trading higher, potentially in sympathy with Snap, which reported strong Q1 financial results and user engagement numbers.', 'A Peek Into The Markets: US Stock Futures Gain Ahead Of Earnings', 'YouTube Sued By Cryptocurrency Firm For Allegedly Allowing Giveaway Scams']",8
GOOGL,2020-04-23,"['Google To Cut Marketing Budgets By As Much As Half, Directors Warned Of Hiring Freezes', 'Eli Lilly Kicks Off Earnings Day With A Beat And Investors Prepare For Intel After Close', ""'Increasing transparency through advertiser identity verification' -Google's Ads Blog""]",3
GOOGL,2020-04-24,"['Virtual Productivity: Google Cloud, YouTube in Focus As Alphabet Releases Q1 Earnings', 'Google Announces Further Hiring And Marketing Budget Cuts', 'Crude Oil Bounce Gives Energy Stock A Lift As Market Volatility Ebbs']",3
GOOGL,2020-04-27,"['Google Says Google Pixel Buds Available Today, Priced At $179', 'SpotlightNews Informs Communities, Extends Helping Hand To Small Publishers', ""'Google in talks to acquire D2iQ' -Axios"", 'Apple And Amazon Earnings, Fed Meeting Among Highlights In Busy Week Ahead']",4
GOOGL,2020-04-28,"[""23 Stocks Moving In Tuesday's After-Hours Session"", 'Alphabet CEO Says 30% More Downloads From Feb To March On Play Store; Says Delayed Some Ad Launches As Impact Of Coronavirus Became Clear', 'Alphabet CFO Says No Change With Buyback Program', 'Alphabet Reports Q1 Sales Beat', 'Alphabet shares are trading higher after the company reported better-than-expected Q1 sales results.', 'Alphabet Q1 EPS $9.870 May Not Compare To $10.330 Estimate, Sales $41.160B Beat $40.380B Estimate', 'Stadia Announces PUBG Available To Play Today For Free, Will Be Cross Platform With Other Consoles', ""Electronic Arts Reports Partnership With Google To Bring Google's Stadio Platform To EA Games"", 'Event Reminder: Google Stadia To Hold Stadia Connect Event At 12 p.m. EDT (Live Stream Link)', ""'In an internal memo, CEO Sundar Pichai says Google will 'stagger' a return to offices and tells employees they should expect to work from home until at least June 1' -Tweet From Business Insider Tech Reporter"", 'Morning Market Stats in 5 Minutes', 'Earnings Feast: Bring a Plate With Healthcare and Caterpillar in Morning, GOOGL And AMD Later', '4 Geared ETFs for Alphabet Earnings', ""Tuesday's Market Minute: This Week's Big Market Test"", 'A Peek Into The Markets: US Stock Futures Up Ahead Of Earnings, Economic Reports', 'Earnings Scheduled For April 28, 2020', '10 Stocks To Watch For April 28, 2020']",17
GOOGL,2020-04-29,"[""Analysts Applaud Alphabet Earnings: 'An Incredible Advertising Business'"", ""82 Stocks Moving In Wednesday's Mid-Day Session"", 'SunTrust Robinson Humphrey Maintains Buy on Alphabet, Raises Price Target to $1550', 'B of A Securities Maintains Buy on Alphabet, Raises Price Target to $1420', ""UPDATE: Mizuho On Alphabet Notes 'Despite the slowdown, we are encouraged by strong underlying usage of YouTube and its continued path to gain share against TV advertising, affirming our LT thesis'"", ""UPDATE: Mizuho Maintains Buy On Alphabet, Raises Target To $1560 Notes 'Although advertising business came under pressure in March and April, trends were modestly better than expectations'"", 'Mizuho Maintains Buy on Alphabet, Raises Price Target to $1560', ""UPDATE: Morgan Stanley On Alphabet Notes 'But EBIT still falls (higher deleverage) which shows how outperformance from here likely to require a confirmed turn in ad trends'"", ""UPDATE: Morgan Stanley Maintains Overweight On Alphabet, Raises Target To $1,400 Notes 'Ad declines are likely to be somewhat less severe than expected and GOOGL is focused on efficiency/innovation to emerge stronger post downturn'"", ""UPDATE: Nomura On Alphabet Notes 'and management noted the first two months of the quarter were strong followed by a significant slowdown in advertising revenue in March (consistent with SNAP's commentary last week'"", ""UPDATE: Nomura Maintains Buy On Alphabet, Raises Tgt To $1,700 Notes Co. 'reported relatively solid results led by an acceleration at YouTube and continued Cloud momentum. Total advertising revenue growth slowed to +10% YoY, but was better than expected'"", 'Morning Market Stats in 5 Minutes', ""UPDATE: JP Morgan Maintains Overweight On Alphabet, Raises Target To $1,505 Notes '2QTD Sigh of Relief, w/Slight Early Search Uptick;More Importantly, GOOGL Should Come Out Stronger'"", 'Barclays Maintains Overweight on Alphabet, Raises Price Target to $1400', 'BMO Capital Maintains Outperform on Alphabet, Raises Price Target to $1550', 'Alphabet, Boeing Shares Get A Lift Following Earnings, While GE Falls Short', 'Stifel Maintains Buy on Alphabet, Raises Price Target to $1400', 'RBC Capital Maintains Outperform on Alphabet, Raises Price Target to $1500', '10 Biggest Price Target Changes For Wednesday', 'MKM Partners Reiterates Buy on Alphabet, Raises Price Target to $1500', 'Alphabet Shares Rise During Earnings Call As Q1 Advertising Revenue Better Than Expected', ""Loup Ventures' Munster On Alphabet's Q1: 'Hats Off To Them' For Ad Performance"", 'Morgan Stanley Maintains Overweight on Alphabet, Raises Price Target to $1400', ""11 Communication Services Stocks Moving In Wednesday's Pre-Market Session"", ""Alphabet shares are trading higher after the company reported better-than-expected Q1 sales results. Several firms also maintained their bullish ratings on the company's stock following its Q1 earnings results."", ""35 Stocks Moving in Wednesday's Pre-Market Session"", 'Credit Suisse Maintains Outperform on Alphabet, Raises Price Target to $1600', 'Nomura Instinet Maintains Buy on Alphabet, Raises Price Target to $1700', 'JP Morgan Maintains Overweight on Alphabet, Raises Price Target to $1505', 'A Peek Into The Markets: US Stock Futures Rise Ahead Of Earnings, Fed Decision', 'Apple Adds Coronavirus Testing Sites To Maps In US', 'YouTube Extends Fact Checking To The US To Combat Fake Coronavirus Information', '10 Stocks To Watch For April 29, 2020', ""Zoom Uses Oracle's Cloud Computing Services To Handle Demand Surge During Pandemic""]",34
GOOGL,2020-04-30,"['Apple CEO Tim Cook: Apple To Work With Google To Improve COVID-19 Contact Tracing', ""Thursday's Market Minute: Stocks Rally As GDP Plummets"", '108 Biggest Movers From Yesterday']",3
GOOGL,2020-05-01,"['Amazon, Exxon Mobil Earnings Weigh On Market To Start New Month As Caution Steers The Wheel', 'Zoom Corrects Blog Saying It Had 300M Daily Active Users, Admits It Was Wrong']",2
GOOGL,2020-05-02,"[""Here's What Warren Buffett Thinks About Tesla And Elon Musk"", ""Warren Buffett Says There's No Bubble In FANG Stocks, But He's Still Not Buying"", 'Tech Companies Gun for Zoom; Video Conferencing Race']",3
GOOGL,2020-05-04,"['Apple And Google Say No To Location Tracking In Coronavirus Contact Tracing Apps', 'YouTube Signs Gamer PewDiePie To Exclusive Streaming Deal', 'YouTube Signs Gamer PewDiePie to Live Streaming Deal', ""'Google Engineers Flirted With a Zoom Acquisition—Before a Push to Beat It' -UK's The Information"", 'Congress Park Capital LLC Buys Blackrock Muniyield Fund Inc, Apple Inc, EnerSys, Sells The Walt ...', 'Private Wealth Strategies, L.L.C. Buys Vanguard Intermediate-Term Bond, Alphabet Inc, New York ...', 'Post-Earning, Which Is Better: Alphabet or Facebook?', 'Pachira Investments Inc. Buys Amazon.com Inc, Sells SPDR MidCap Trust Series I, Vanguard ...', 'Fundamentun, LLC Buys WisdomTree U.S. Dividend Growth Fund, iShares Core S&P Total U.S. ...', 'The Zacks Analyst Blog Highlights: Microsoft, Amazon, Alphabet and Facebook', 'Zacks Investment Ideas feature highlights: Google, Facebook, Apple, Microsoft and Amazon', 'BT Investment Management Ltd Buys Atmos Energy Corp, Micron Technology Inc, Alphabet Inc, Sells ...']",12
GOOGL,2020-05-05,"[""Business Insider Reports Google-Fitbit Deal Under 'Intense Scrutiny'"", 'Charles Schwab Launches Fractional Shares, The Ability To Gift Stock', ""'A new edition of the P30 could let Huawei offer Google apps again' -SCMP"", 'Google Cloud, Splunk Report Strategic Partnership to Help Organizations Drive Insights From Data; Splunk Cloud Will Soon Be Available On Google Cloud', '3 ETFs For Disney Earnings', 'Beacon Investment Advisory Services, Inc. ...', 'Nkcfo Llc Buys Amazon.com Inc, Newmont Corp, VanEck Vectors Gold Miners, Sells The Walt Disney ...', 'Big Tech, Stocks At New Highs And Your Weekly Plan', 'Lineweaver Wealth Advisors, LLC Buys iShares …-5 Year High Yield Corporate Bond, Invesco ...', 'GFS Advisors, LLC Buys SPDR S&P 5……, Byline Bancorp Inc, SPDR Dow Jones Industrial ...', 'Buy 5 Solid Tech ETFs At Least 10% Away From 52-Week High', 'QQQ: Outperforming In Bull And Bear Markets', 'Menora Mivtachim Holdings Ltd. Buys PayPal Holdings Inc, Micron Technology Inc, Marvell ...', ""Revisiting The Fed's Balance Sheet"", 'Electronic Arts, Boot Barn, Alphabet, Facebook and Twitter highlighted as Zacks Bull and Bear of the Day', '6 Tech Giants Setting the Northbound Trajectory of Wall Street', '3 Sector ETFs Gaining Momentum in May', 'Hohimer Wealth Management, Llc Buys Robert Half International Inc, Prudential Financial Inc, ...', '3 ETFs For Disney Earnings']",19
GOOGL,2020-05-06,"['A Recap Of Social Media Earnings', '11 Reasons Billionaire Investor Leon Cooperman Is Worried About Long-Term Impacts Of COVID-19', 'Md Sass Investors Services Inc Buys Charles Schwab Corp, Perrigo Co PLC, Facebook Inc, Sells ...', 'Elite Wealth Management, LLC Buys ProShares UltraShort S&P5……, Microsoft Corp, Amazon. ...', 'Alta Capital Management Llc Buys Alphabet Inc, Apple Inc, Fiserv Inc, Sells The Middleby Corp, ...', 'Sawyer & Company, Inc Buys AmerisourceBergen Corp, Ecolab Inc, Crown Castle International ...', 'Time to Sign Into Social Media ETF on Upbeat Q1 Earnings?', 'Redwood Investments, LLC Buys Horizon Therapeutics PLC, NovoCure, Tetra Tech Inc, Sells Funko ...', 'How Long Can Tech Hold This Market Together?', ""Appian (APPN) to Report Q1 Earnings: What's in the Cards?"", 'BANG: Making FANG Look Tame', 'S&P 500 Dividend Aristocrats Lag In This Down Market']",12
GOOGL,2020-05-07,"['UPDATE: Lime Says Alphabet, Bain Capital Will Also Be In Investment Round With Uber', 'ViacomCBS And Google Announce Expanded Distribution Agreement', ""ViacomCBS, Google Report Expanded Distribution Deal: 'Introduces 14 Additional ViacomCBS Cable Networks to YouTube TV, Including BET, Comedy Central, MTV and Nickelodeon'"", 'Comgest Global Investors S.a.s. Buys Alibaba Group Holding, Facebook Inc, Alphabet Inc, Sells ...', 'Capital Management Associates Buys Flowers Foods Inc, Medtronic PLC, American Express Co, ...', 'Jensen Investment Management Inc Buys Automatic Data Processing Inc, Alphabet Inc, Stryker ...', 'Wellington Shields & Co., LLC Buys Personalis Inc, DraftKings Inc, ConnectOne Bancorp Inc, ...', 'SCP Investment, LP Buys Berry Global Group Inc, Eldorado Resorts Inc, Air Lease Corp, Sells ...', 'Central Securities Corp Buys Alphabet Inc, Charles Schwab Corp, Cree Inc, Sells Alphabet Inc, ...', 'Gladstone Capital Management LLP Buys Sea, Alphabet Inc, Alibaba Group Holding, Sells The Walt ...', 'The 3 Safest Stocks to Buy in 2020']",11
GOOGL,2020-05-08,"[""'Alphabet CEO in internal memo: Offices reopening at 10% to 15% capacity starting in June' -CNBC"", ""Zoom Video Shares Fall To Session Low On Volume Spike As Hearing 'Google Duo will soon let you make group calls in Chrome'"", 'Hearing Majority Of Alphabet Staff To Work From Home Til 2021', 'Along With Dramatic Jobs Data, Investors Scrutinize Recent Earnings From Uber, Square', 'Google Employees To Work From Home Through 2020 With Few Exceptions', 'As Markets Crashed, The Swiss National Bank Went On A FAAMG Buying Spree', 'Value Screeners Identify Opportunities as Markets Rebound From March Lows', ""CORDA Investment Management, LLC. Buys 'M Co, Charles Schwab Corp, CME Group Inc, Sells Total ..."", 'Chase Investment Counsel Corp Buys Apple Inc, Microsoft Corp, PepsiCo Inc, Sells Euronet ...', 'Tech Rally Helps Nasdaq Turn Positive for 2020: ETFs to Play', 'Academy Capital Management Inc Buys Anheuser-Busch InBev SA/NV, Elanco Animal Health Inc, ...', 'RV Capital GmbH Buys Carvana Co, Alphabet Inc', 'Oakview Capital Management, L.p. Buys Sysco Corp, JB Hunt Transport Services Inc, Alphabet Inc, ...', 'Mandatum Life Insurance Co Ltd Buys Facebook Inc, Alphabet Inc, Coca-Cola Co, Sells Caterpillar ...', 'Summit Asset Management, LLC Buys iShares Core U.S. ...', 'United Bank Buys Truist Financial Corp, Sells Microsoft Corp, JPMorgan Chase, Alphabet Inc', 'Transcend Wealth Collective, Llc Buys SPDR Series Trust Portfolio S&P 5…… Growth, ...', 'Frontier Wealth Management LLC Buys Microsoft Corp, Apple Inc, VanEck Vectors Gold Miners, ...']",18
GOOGL,2020-05-09,"[""NASDAQ Goes Positive, Malone's Deal, Berkshire's Meeting, And Political War"", ""Nasdaq Goes Positive, Malone's Deal, Berkshire's Meeting, And Political War""]",2
GOOGL,2020-05-10,"[""Bored Of Reheated Pasta? Benzinga's Top Foods To Order Or Cook Has You Covered"", 'Be Creative When Searching For Growth, Lest You Just Wind Up With Empty Glamour']",2
GOOGL,2020-05-11,"[""Benzinga Pro's Top 5 Stocks To Watch For Mon., May 11, 2020: SNE, CNK, MRNA, WORK, KMX"", 'Former Google CEO Eric Schmidt Cut Last Ties With The Company: Report', 'Fieldpoint Private Securities, LLC Buys Vanguard FTSE Emerging Markets, Vanguard S&P ...', 'Is Global Diversification Still Worth It? The Case For Investing Beyond The U.S.', 'Pekin Singer Strauss Asset Management Buys Evercore Inc, Ituran Location and Control, TPI ...', 'Mirador Capital Partners LP Buys ProShares Short S&P5……, Invesco BulletShares ...', 'MainStreet Investment Advisors LLC Buys Microsoft Corp, Apple Inc, Amazon. ...', 'Greenwoods Asset Management Ltd Buys JD.com Inc, Baidu Inc, Microsoft Corp, Sells New Oriental ...', 'Tredje AP-fonden Buys Microsoft Corp, Amazon.com Inc, Apple Inc, Sells iShares U.S. ...', 'Shell Asset Management Co Buys Apple Inc, Microsoft Corp, Alibaba Group Holding', 'Mitsubishi UFJ Asset Management Co., Ltd. ...']",11
GOOGL,2020-05-12,"[""Google, On April 28, Said 'We're Adding Roughly 3 Million New Users Every Day For Google Meet'"", 'Zoom Shares Ticking Lower; Google Says Have Re-Engineered Google Meet, Originally Built For Secure Business Meetings, To Make It Free And Available To All', 'Citigroup Maintains Buy on Alphabet, Raises Price Target to $1600', 'Not Just Fun And Games: How Esports Could Offer Potential Investment Opportunities', 'Amazon Releases AI-Based Enterprise Search Solution Kendra', 'Twitter To Remove Coronavirus Misinformation, Including That Tweeted By Trump', 'BFAM Partners (Cayman) Ltd Buys Alibaba Group Holding, NIO Inc, China Biologic Products ...', 'Fishman Jay A Ltd Buys Apple Inc, Amazon. ...', 'Silicon Valley Capital Partners Buys Vanguard Information Tech, Alphabet Inc, Amazon. ...', 'Glassman Wealth Services Buys Vanguard S&P 5……, NVR Inc, SPDR S&P 5……, Sells ...', 'Marvin & Palmer Associates Inc Buys Adobe Inc, Vertex Pharmaceuticals Inc, Alphabet Inc, ...', 'Mitsubishi UFJ Securities International PLC Buys Amazon. ...']",12
