Stock_symbol,Date,Headlines,Headline_count
NVDA,2013-11-07,"['NVIDIA Corporation Sees Q4 Sales $1.05B +/- 2% vs $1.05B Est; Reports Added $1B Buyback Plan', 'NVIDIA Corporation Reports Q3 EPS of $0.26 vs $0.20 Est; Revenue of $1.05B vs $1.05B Est', 'Earnings Scheduled For November 7, 2013']",3
NVDA,2013-11-08,"[""Panasonic's New 4K Tablet Is 12X More Expensive Than Apple's iPad Air"", 'FBR Capital Maintains Market Perform on NVIDIA Corporation, Raises PT to $15.00']",2
NVDA,2013-11-13,"['Short Interest Rises In Marvell, Falls In Qualcomm (MRVL, QCOM, TXN)']",1
NVDA,2013-11-18,"['Mid-Morning Market Update: Markets Mixed; Tyson Posts Higher Profit', ""Benzinga's Top Downgrades"", ""Benzinga's Top #PreMarket Losers"", 'UPDATE: Morgan Stanley Downgrades NVIDIA On Projections Of Significant Headwinds', 'Morgan Stanley Downgrades NVIDIA Corporation to Underweight, Announces $13.00 PT']",5
NVDA,2013-11-19,"[""Sony's $399 PlayStation 4 Costs $381 To Produce""]",1
NVDA,2013-11-26,"['NVIDIA Reports Pricing of $1.3B of Convertible Senior Notes, Says Net Proceeds Will Be Used Primarily to Fund Capital Return']",1
NVDA,2013-12-02,"['IDC Expecting PC Shipments to Decline in Double Digit Percent Range During 2013, Cuts Global Shipments Outlook, from 9.7% to 10.1%']",1
NVDA,2013-12-03,"[""IHS Says Expecting Semi Sales Up Almost 5% to Around $317.9B in '13""]",1
NVDA,2013-12-11,"['comScore Says US Online Holiday Sales to Date $31.5B, Sales from Desktops on Dec. 9th Up 10% to $1.4B']",1
NVDA,2013-12-18,"[""Intel Worried About Google's Plan to Make Server Processors""]",1
NVDA,2014-01-09,"[""Shares of NVIDIA Fall 4.2% Following Canaccord's Downgrade"", ""Is NVIDIA's Tegra K1 On Par With PlayStation 4, Xbox One?"", 'Canaccord Genuity Downgrades NVIDIA Corporation to Hold, Maintains $16.00 PT']",3
NVDA,2014-01-13,"['CES 2014 Review: Announcements, Products & Surprises']",1
NVDA,2014-01-14,"['NVIDIA Names Cabrera General Counsel, Names Shannon as Chief Administrative Officer']",1
NVDA,2014-01-21,"[""Benzinga's Top Upgrades"", 'UPDATE: Evercorp Upgrades NVIDIA', 'US Stock Futures Signal Higher Start On Wall Street', 'Evercore Partners Upgrades NVIDIA Corporation to Equal-weight, Announces $16.00 PT']",4
NVDA,2014-02-03,"['Susquehanna Upgrades NVIDIA Corporation to Neutral, Raises PT to $14.00']",1
NVDA,2014-02-10,"['Earnings Expectations For The Week Of February 10: AIG, Cisco, Deere, PepsiCo And More']",1
NVDA,2014-02-12,"['NVIDIA Corporation Sees Q1 Sales $1.05B +/- 2% vs $1.0B Est', 'NVIDIA Corporation Reports Q4 EPS of $0.32 vs $0.24 Est; Revenue of $1.14B vs $1.05B Est', 'Earnings Scheduled For February 12, 2014']",3
NVDA,2014-02-13,"['NVIDIA Reports Strong EPS and Revenue', 'Morgan Stanley Sees Limited Upside for NVIDIA', 'Stocks Hitting 52-Week Highs', 'UPDATE: Evercore Group Upgrades NVIDIA on Progress in Growth Drivers', ""Benzinga's Top #PreMarket Gainers"", ""Benzinga's Top Upgrades"", 'B. Riley & Co. Upgrades NVIDIA Corporation to Buy, Raises PT to $21.00', 'FBR Capital Maintains Market Perform on NVIDIA Corporation, Raises PT to $17.00', 'Stifel Nicolaus Maintains Buy on NVIDIA Corporation, Raises PT to $19.00']",9
NVDA,2014-02-14,"['Form 8-K from NVIDIA Shows Accelerated Buyback Plan,Will Make Upfront Payment 4500M, Will Receive 20.6M Shares']",1
NVDA,2014-02-21,['Stocks Hitting 52-Week Highs'],1
NVDA,2014-02-24,"['Option Alert: Nvidia Jun $20 Call; 10,000 Contract Trade Between Bid and Ask @$0.67; Currently $18.74']",1
NVDA,2014-03-19,"['Market Wrap For March 19: Yellen Hints of Higher Rates & Sooner Than Expected End To Taper', 'UPDATE: Stifel Reiterates on NVIDIA Ahead of 2014 Investor Day', 'Stifel Nicolaus Maintains Buy on NVIDIA Corporation, Raises PT to $21.00']",3
NVDA,2014-03-21,"['Market Wrap For March 21: Markets End Friday On A Negative Note, But Still Positive For The Week', 'CLSA Initiates Coverage on NVIDIA Corporation at Underperform, Announces $19.00 PT']",2
NVDA,2014-03-24,"['NVIDIA Shares Volatile as FBR Issues Mid-Day Note Suggesting Co. Could Offer LT Goals for Returning Cash to Holders at Investor Day Tomorrow (Tuesday)', 'FBR Capital Markets Expects News About NVIDIA from Annual Investor Day']",2
NVDA,2014-03-25,"['GE Intelligent Platforms Announces Will Work with NVIDIA for Tegra K1-based, High Performance Embedded Computing Solution', 'Nvidia Announces Pascal Chip']",2
NVDA,2014-04-01,"['Morning Market Movers', ""Benzinga's Top Upgrades"", 'JMP Securities Upgrades NVIDIA Corporation to Market Outperform, Announces $26.00 PT']",3
NVDA,2014-04-03,"['NVIDIA Shares Rally Amid Rumor of Greenlight Stake, Einhorn Spokesperson Declines Comment', 'UPDATE: Nvidia Spokesperson Says Company Does Not Comment on Who They Meet With', 'UPDATE: Einhorn Spokesperson Declines Comment on Rumor of Nvidia Meeting. Long Position', 'Hearing Unconfirmed Market Chatter of David Einhorn Long Position in Nvidia']",4
NVDA,2014-04-10,['ISI Initiates Coverage on Semi/Semi Equip. Stocks'],1
NVDA,2014-04-11,"['ISI Bullish on Semi-Conductors, Offers Top Picks']",1
NVDA,2014-05-06,"[""NVIDIA Announces Q1 2015 Results Early After 'Inadvertent' Internal Email"", 'UPDATE: Nvidia to Provide Full Q1 Results, Outlook on Thursday as Initially Scheduled', 'NVIDIA Corporation Reports Q1 EPS of $0.29 vs $0.17 Est']",3
NVDA,2014-05-07,"[""4 Compelling Trades Ahead Of Thursday's Earnings""]",1
NVDA,2014-05-08,['NVIDIA Corporation Reports Q2 EPS of $0.29 vs $0.20 Est; Revenue of $1.10B vs $1.08B Est'],1
NVDA,2014-05-19,"['RBC Report: ""Cash is Becoming King, and Semis are Wearing the Crown""', 'UPDATE: RBC Upgrades NVDA', 'RBC Capital Upgrades NVIDIA Corporation to Outperform, Raises PT to $26.00']",3
NVDA,2014-05-28,['Nvidia Shares Moving on Wednesday Report Being Circulated on 64-bit Nvidia Tegra ARM CPU in Google Nexus 8 Tablet'],1
NVDA,2014-06-09,"['Option Alert: Nvidia Jun $21 Call; 10,477 Contracts Traded vs 98 OI;; Currently $19.18']",1
NVDA,2014-06-19,"['Morning Market Losers', ""Benzinga's Top #PreMarket Losers"", 'UPDATE: Bank Of America Downgrades NVIDIA', ""Benzinga's Top Downgrades"", 'Bank of America Downgrades NVIDIA Corporation to Underperform, Maintains $19.00 PO']",5
NVDA,2014-06-23,"['Morning Market Losers', ""Benzinga's Top #PreMarket Losers"", ""Benzinga's Top Downgrades"", '#PreMarket Primer: Monday, June 23: BNP Expected To Pay $9 Billion For Sanctions Violations', 'Pacific Crest Downgrades NVIDIA Corporation to Underperform']",5
NVDA,2014-07-17,['Top 4 Large-Cap Stocks In The Semiconductor-Specialized Industry With The Lowest PEG Ratio'],1
NVDA,2014-08-04,"[""Morgan Stanley: Nvidia's Gaming Growth Unsustainable"", 'NVIDIA Renews Data Centre Partnership with NTT Communications']",2
NVDA,2014-08-07,"['NVIDIA Corporation Sees Q3 Sales $1.20B +/- 2% vs $1.16B Est', 'NVIDIA Corporation Reports Q2 EPS of $0.30 vs $0.20 Est; Revenue of $1.10B vs $1.10B Est', 'Earnings Scheduled For August 7, 2014']",3
NVDA,2014-08-08,"['Markets Up As Russia Seeks To End Military Activity Near Ukraine', 'NVIDIA Q2 Earnings Analyst Roundup', ""Sotheby's Slips On Downbeat Earnings; NVIDIA Shares Surge"", 'Markets Rise; Zynga Lowers 2014 Forecast', 'UPDATE: Morgan Stanley Reiterates On NVIDIA On Margin Upside From GPUs', 'FBR Capital Markets Is Surprised By Stronger 3Q14 GPU Shipments From NVIDIA', 'Morning Market Movers', ""Benzinga's Top Upgrades"", ""Benzinga's Top #PreMarket Gainers"", 'NVIDIA Higher Following Earnings', 'Needham Upgrades NVIDIA To Buy', 'Needham Upgrades NVIDIA Corporation to Buy']",12
NVDA,2014-08-09,"[""CNBC's Stock Pops & Drops From August 8""]",1
NVDA,2014-08-26,"[""VMware, NVIDIA, Google Report Collaboration for 'Graphics-Rich Applications Delivered on Enterprise Cloud Desktops'"", ""UPDATE: Potentinal EU Investigation Comes Four Years After Nvidia's Icera Unit Filed Complaint Against Qualcomm"", 'Reuters Reports EU Antitrust Regulators Considering Investigation Into Qualcomm, According to Sources']",3
NVDA,2014-10-02,"['Option Alert: Nvidia Oct 10 $18.5 Call; 1,000 Contract Trade at Ask @$0.11; Currently $17.83']",1
NVDA,2014-10-10,['Semiconductors Moving Lower Amid Microchip Lowered Guidance'],1
NVDA,2014-10-13,"[""NVIDIA Shares Tick Higher as JMP Adds to 'Best Ideas' List""]",1
NVDA,2014-10-21,"[""Benzinga's M&A Chatter for Tuesday October 21, 2014"", 'Intel Declines Comment on Chatter of Potential Bid for Nvidia', 'Hearing Unconfirmed Market Chatter of Potential Intel Bid for Nvidia']",3
NVDA,2014-11-03,"[""CNBC's Stock Pops & Drops From November 3: GoPro, Gilead Sciences And More"", 'Pacific Crest Upgrades NVIDIA Ahead Of Earnings', 'Pacific Crest Upgraded NVIDIA Corporation to Sector Perform', 'US Stock Futures Drop Ahead Of Economic Data', 'Pacific Crest Upgrades NVIDIA Corp To Sector Perform']",5
NVDA,2014-11-04,['Deutsche Bank Expects In-Line Revenues For NVIDIA'],1
NVDA,2014-11-06,"['NVIDIA Corporation Reports Q3 EPS of $0.39 vs $0.29 Est; Revenue of $1.23B vs $1.20B Est', 'Option Alert: Nvidia Nov 14 $19 Call; 2,000 Contract Trade at Ask @$1.54; Currently $20.15', 'Earning, Economic & IPO Calendar for Thursday November 6, 2014', 'Earnings Scheduled For November 6, 2014', 'Must Watch Stocks for November 6, 2014']",5
NVDA,2014-11-07,"['UPDATE: Stifel Reiterates On NVIDIA As Strategy Is Playing Out In All Markets', 'NVIDIA Posts Record Revenue', 'Stifel Nicolaus Maintains Buy on NVIDIA Corporation, Raises PT to $24.50']",3
NVDA,2014-11-12,"['All Quiet On The Market Front: Dow, S&P 500, Nasdaq Virtually Flat']",1
NVDA,2014-11-19,"['UPDATE: In 10-Q Filing, Nvidia Reiterates Patent Infringement Complaint Filed by Samsung; Says has Not Yet Responded to Complaint']",1
NVDA,2014-11-21,"[""If Qualcomm Can't Revolutionize Car Tech, Nobody Can""]",1
NVDA,2014-12-08,"['Notable Option Activity For December 8', 'Option Alert: Nvidia Dec $21.5 Call; 1,349 Contract Trade at Ask @$0.26']",2
NVDA,2014-12-19,"['Bank Of America Analyst Sees Slower FY15 Growth For Semiconductor Group', 'UPDATE: Bank Of America Upgrades NVIDIA', ""Benzinga's Top Upgrades"", '#PreMarket Movers From December 19, 2014: NQ Mobile, BlackBerry, CarMax And More', 'Bank of America Upgrades NVIDIA To Neutral', 'Bank of America Upgrades NVIDIA to Neutral, Raises PT to $22.00']",6
NVDA,2014-12-23,"[""KrebsOnSecurity's Brian Krebs Tweets: 'Heads up gamers: Nvidia discloses password breach. Change 'em, and if you used elsewhere (like email) change that http://ow.ly/GkZOi'""]",1
NVDA,2015-01-05,"['S&P 500 Stocks With Most Active Options Today: CHRW, MUR, HAR, IP, NVDA']",1
NVDA,2015-01-06,"[""Will NVIDIA's Tegra X1 Dethrone The PlayStation 4 And Xbox One?""]",1
NVDA,2015-01-09,"['Barclays: Connected Cars Take Center Stage At CES, 3 Themes Emerge']",1
NVDA,2015-01-23,['Morgan Stanley Weighs In On Semiconductor Space'],1
NVDA,2015-01-29,['Option Alert: Nvidia Feb $20 Call; 8189 Contract Trade at Ask @$0.46; Now $19.48'],1
NVDA,2015-02-08,"['From Coca-Cola To Tesla, Here Are The 68 Most Important Earnings Expectations For The Week']",1
NVDA,2015-02-09,"[""Wedbush Previews NVIDIA's Q4 Results, Expects 'Solid' Beat""]",1
NVDA,2015-02-11,"['After-Hours Movers Led By Zulily, Tripadvisor & Whole Foods', 'NVIDIA Sees Q1 Sales $1.16V +/- 2% vs $1.15B Est.', 'UPDATE: NVIDIA Shares Spike ~8% Following Earnings Release', 'NVIDIA Reports Q4 EPS $0.43 Vs Est $0.29, Sales $1.25B Vs Est $1.20B', 'Option Alert: NVDA Feb $19.5 Put; 10,000 Contracts On Ask @$0.24', 'Earnings Scheduled For February 11, 2015', '10 Must Watch Stocks for February 11, 2015']",7
NVDA,2015-02-12,"['Top Performing Industries For February 12, 2015', 'NVIDIA Posts Strong Quarter Despite Weakness In Tegra', 'Stocks Hitting 52-Week Highs', '7 Risks Deutsche Bank Sees At NVIDIA', 'Morning Market Gainers', 'Morning-Movers Led By Orbitz, Tripadvisor & NVIDIA']",6
NVDA,2015-02-27,['Big Short Interest Swings In Semiconductor Stocks'],1
NVDA,2015-03-05,['Nvidia invites Tesla CEO Musk to Participate at GPU Technology Conference -DigiTimes'],1
NVDA,2015-03-10,"['Stocks Hitting 52-Week Highs', 'Bank of America Upgrades NVIDIA to Buy']",2
NVDA,2015-03-12,"['Watch Intel Peers Following Reduced Outlook: AMD, NVIDIA, Micron, TI, Seagate, H-P']",1
NVDA,2015-03-16,['Wedbush Securities Maintains Positive View On NVIDIA'],1
NVDA,2015-03-17,['Option Alert: Nvidia Apr 2 $22 Call; 2070 Contract Trade at Ask @$1.22'],1
NVDA,2015-03-18,['Why Is Wall Street Talking About Nvidia?'],1
NVDA,2015-03-19,"['Canaccord Genuity Sees Solid Growth Potential For NVIDIA', ""CNBC's Stock Pops & Drops From March 18""]",2
NVDA,2015-03-23,"['Why Goldman Is Downgrading Nvidia (And The Stock Is Down 2%)', 'Goldman Sachs Downgrades NVIDIA to Sell, Maintains $20.00 PT']",2
NVDA,2015-03-24,['Fast Money Traders Share Their Thoughts On NVIDIA And Micron Technology'],1
NVDA,2015-03-30,['BlackBerry Could Be An M&A Target For These 10 Companies'],1
NVDA,2015-04-01,"[""Bank Of America's 10 Most Explosive Stock Picks""]",1
NVDA,2015-04-06,"['NVIDIA Gets Favorable Ruling In Patent Dispute With Samsung, Qualcomm']",1
NVDA,2015-04-14,"['Intel Shares Up 3% Following Qtr. Results, Guidance; AMD, H-P, NVIDIA, Lam Research, KLA-Tencor Shares Also Seeing Volatility']",1
NVDA,2015-04-17,['Option Alert: Nvidia Apr 24 $22.5 Call; 2853 Contract Trade at Ask @$0.23'],1
NVDA,2015-05-01,"[""Wedbush Offers 4 Semiconductor Stocks To Watch Ahead Of Next Week's Earnings""]",1
NVDA,2015-05-05,['NVIDIA Announces Will Wind Down Icera Modem Operations'],1
NVDA,2015-05-06,['Morgan Stanley Comments On Nividia Winding Down Icera'],1
NVDA,2015-05-07,"['NVIDIA Says Auto, Gaming, Hi-Pewrformance Computing Remains Health, Sees Very Soft Market For PC OEMS, Gaming Business Growing YoY In Q2', 'NVIDIA Raises Qtr. Dividend from $0.085 to $0.0975/Share', 'NVIDIA Sees Q2 Sales $1.01B +/- 2%', 'Lukewarm Results Expected At NVIDIA Despite Strong Demand, Continued Gains', 'Must Watch Stocks for May 7, 2015', 'Earning & Economic Calendar for Thursday May 7, 2015', 'Earnings Scheduled For May 7, 2015']",7
NVDA,2015-05-08,"['Analysts: NVIDIA Still Tied To PC Demand', 'Morning Market Losers', ""NVIDIA'S Shareholder Returns Increased $800M, Wedbush Lowers PT"", ""NVIDIA's July Revenue Guided 15% Lower, Adds To Morgan Stanley's Valuation Concerns"", ""Benzinga's Top #PreMarket Losers"", 'Roth Capital Downgrades NVIDIA to Neutral, Lowers PT to $22.00', 'US Stock Futures Gain; All Eyes On Jobs Report', 'NVIDIA Beats Q1 EPS Expectations', 'NVIDIA Issues Weak Q2 Revenue Forecast', '7 Stocks You Should Be Watching Today']",10
NVDA,2015-05-11,['Nvidia Falls Short...And Wall Street Reacts'],1
NVDA,2015-05-14,['3 Semiconductor Stocks With Soaring Short Interest'],1
NVDA,2015-05-27,"['Option Alert: Nvidia Jul $22 Call; 1111 Contract Trade at Ask @$0.40', ""Nvidia Remains JMP's 'Best Idea'...Here's Why""]",2
NVDA,2015-05-28,"[""Goldman Sachs Met With Semiconductor Giants; Here's What Happened""]",1
NVDA,2015-06-04,"['FBR Downgrades Xilinx, Altera In Massive M&A Note']",1
NVDA,2015-06-10,"[""Benzinga's Top Downgrades"", 'Nomura Downgrades NVIDIA To Neutral', 'Nomura Downgrades NVIDIA to Neutral']",3
NVDA,2015-06-11,['NVDA Sells Proprietary Cross-Platform Portability Tech To TransGaming For $3.75M'],1
NVDA,2015-06-12,"[""Wedbush Met With Nvidia's CFO; Here's What Happened"", ""Wedbush On Nvidia: Impact Of Drop In General Purpose PC Has Minimal Impact, NVDA Focused On 'differentiated markets like gaming to drive growth'""]",2
NVDA,2015-06-15,['Why Advanced Micro Devices And NVIDIA Are Worth Watching'],1
NVDA,2015-06-17,['Tigress Financial Upgrades NVIDIA to Buy'],1
NVDA,2015-06-20,"['Weekly Tech Highlights: Sony Beat Apple To The Punch, Twitter M&A Rumors And More']",1
NVDA,2015-06-29,"[""Morgan Stanley On 'What's Moving Semi Stocks'""]",1
NVDA,2015-07-02,"['IBM, NVIDIA and Mellanox Launch Design Center for Big Data and High Performance Computing', 'MediaTek Declines Comment on Rumor of Merger With Nvidia -DigiTimes']",2
NVDA,2015-07-07,"['Oppenheimer Likes Avago, Skyworks Solutions; Upgrades Marvell And Downgrades Broadcom']",1
NVDA,2015-07-10,['Option Alert: Nvidia Jul $21 Call Sweep; 5024 Contracts at Ask @$0.13; Now $19.84'],1
NVDA,2015-07-17,"[""Needham Slashes Semiconductor Estimates On 'Muted' Second Half Recovery""]",1
NVDA,2015-07-20,['TitleTec Partners with NIADA to Help Dealerships Tackle Out-Of-State Titling'],1
NVDA,2015-07-29,['Cramer Versus Citron: The Ambarella Debate Rages On'],1
NVDA,2015-08-03,"[""Benzinga's Top Upgrades"", 'PC Market Be Damned, NVIDIA Stock Is A Buy', ""Trip Chowdhry Discusses Tesla's Auto-Pilot & Software Updates, Thinks NVIDIA & Mobileye Will Benefit"", 'Macquarie Upgrades NVIDIA to Outperform', ""Global Equities' Trip Chowdhry Sees Tesla Rolling Out Advanced Auto-Pilot, Driver Assistance Software Update Before Aug. 22; Highlights NVIDIA, Mobileye as Cos. Benefiting""]",5
NVDA,2015-08-06,"['NVIDIA Beats Q2 Views, Shares Jump', ""Thursday's After-Hours Movers Led By Zynga, Nvidia, Nuance And Monster Beverage"", 'NVIDIA Sees Q3 Sales $1.18B +/- 2%', 'NVIDIA Reports Q2 Adj. EPS $0.34, GAAP EPS $0.05, Sales $1.153B vs $1.01B Est.', '10 Must Watch Stocks for Today', 'Earnings Scheduled For August 6, 2015']",6
NVDA,2015-08-07,"[""Benzinga's Volume Movers"", 'Morning Market Gainers', ""Benzinga's Top Upgrades"", ""Benzinga's Top #PreMarket Gainers"", 'Roth Capital Upgrades NVIDIA to Buy, Raises PT to $25.00', ""Brean's Burton Commends NVIDIA on 'Executing in a Tough Environment,' But Sees Valuation as Full; Maintains Hold Rating Following Q2 Results"", 'Morgan Stanley Maintains Underweight on NVIDIA, Raises PT to $21.00', ""Morgan Stanley 'less negative' On NVIDIA, Says Valuation Is High And Gaming Growth Overstates Longer Terms Growth Possibilities"", ""Wedbush's Van Hees on NVIDIA: 'Underestimation of Demand from PC Gamers Drove Big Upside to Top Line FQ2 Print & FQ3 Guide,' Reiterate Outperform, $24 Price Target"", 'Brean Sees Yellow Flags At Nvidia, Cites Expected FCF Contraction Following Final Intel Royalty Pmt In Q1 2018, Notes Nvidia Litigation Efforts Against Samsung & Qualcomm To Secure Additional IP Revenue Streams', '7 Stocks You Should Be Watching Today']",11
NVDA,2015-08-09,['Fast Money Picks For August 10'],1
NVDA,2015-08-11,"[""20 Stocks With The Highest Exposure To China's Lagging Economy"", 'Unusual Option Opportunity In Nvidia']",2
NVDA,2015-08-13,"[""Tigress Financial's Feinseth Reiterates Buy Rating on NVIDIA in Intraday Research Note; He's Convicted Co.'s 'premier position in the graphics chip space will continue to unlock shareholder value'""]",1
NVDA,2015-08-21,"[""Not So Fast, Chip Investors: Sector Could Be 'Hit Hard,' Says Analyst""]",1
NVDA,2015-08-24,"['Taiwan Semiconductor Gains Customers for 16nm FinFET Chips, Including Apple, AMD, Avago, Broadcom, Nvidia, Xilinx, Loses Qualcomm Mobile Chips -DigiTimes']",1
NVDA,2015-08-26,"['Watch Large Cap Semiconductor Stocks, These Names Up Around 4% And Higher As Of Mid Afternoon Trading']",1
NVDA,2015-08-27,['3 Semiconductor Stocks With Big Swings In Short Interest'],1
NVDA,2015-09-01,"['Semiconductors Struggling, These Names Down 2% Or More; Ambarella To Report After Market Closes, Down 6.24% On The Day']",1
NVDA,2015-09-17,"[""Jefferies Upgrades NVIDIA On Virtual Reality 'Kicker'"", ""Benzinga's Top Upgrades"", 'US Stock Futures Edge Lower; All Eyes On Fed Decision', 'Jefferies Upgrades NVIDIA to Buy, Raises PT to $30.00']",4
NVDA,2015-09-23,"[""Nvidia Might Be The Best Way To Play Virtual Realty That's 'Just Around The Corner'"", ""Macquarie's Nag Says NVIDIA Remains the Firm's Top Growth Idea, Notes 'Graphics is a better market than you think, and VR is just around the corner'""]",2
NVDA,2015-09-25,['Stocks Hitting 52-Week Highs'],1
NVDA,2015-09-28,['5 Semiconductor Stocks To Love (And 6 To Worry About)'],1
NVDA,2015-09-30,['Stocks Hitting 52-Week Highs'],1
NVDA,2015-10-01,"[""Hear That? It's Tech Earnings Season Sneaking In""]",1
NVDA,2015-10-05,['Stocks Hitting 52-Week Highs'],1
NVDA,2015-10-09,['Nvidia Shares Rebounding Off LOD Following Announcement Co. Lost First Round Of Patent Dispute With Samsung And Qualcomm'],1
NVDA,2015-10-12,"['UPDATE: Roth Capital Transfers Coverage on NVIDIA, Sets Neutral Rating, $26 Price Target', 'Roth Capital Initiates Coverage on NVIDIA at Neutral, Announces $26.00 PT']",2
NVDA,2015-10-14,"['Watch Other Semiconductor Stocks After Bloomberg Report, NVIDIA Shares Spiking To $27.52/Share', 'Stocks Hitting 52-Week Highs']",2
NVDA,2015-10-16,"[""The Street's Take On Advanced Micro Devices' Earnings Report"", 'Hearing Unconfirmed Market Chatter of Intel Bid for Nvidia']",2
NVDA,2015-10-28,['Short Sellers Like These Three Top Semiconductor Stocks'],1
NVDA,2015-10-30,"[""Benzinga's Top Upgrades"", 'US Stock Futures Edge Higher Ahead Economic Data', 'Morgan Stanley Upgrades NVIDIA to Equal-weight, Raises PT to $28.00']",3
NVDA,2015-11-03,"[""Nvidia Thesis 'Played Out,' Needham Cautions"", ""Benzinga's Top Downgrades"", 'Needham Downgrades NVIDIA to Hold']",3
NVDA,2015-11-04,['NVIDIA Shares Falling'],1
NVDA,2015-11-05,"[""4 Stocks Moving In Thursday's After-Hours Session"", 'UPDATE: NVIDIA Q4 Analyst Consensus Estimate for Sales $1.21B', 'NVIDIA Raises Qtr. Dividend from $0.0975 to $0.115/Share', 'NVIDIA Sees Q4 Rev. $1.27B-$1.326B vs $1.21B Est.', 'NVIDIA Reports Q3 EPS $0.46 vs. Est. $0.25, Rev. $1.305B vs. Est. $1.18B', 'Option Alert: $NVDA Dec $28 Call Sweep; 1774 Contracts @Ask @$1.51', 'NVIDIA Shares Falling', 'Strategist Discusses Options And Volatility In Disney, NVIDIA And Weight Watchers Ahead Of Earnings', 'Must Watch Stocks for November 5, 2015', 'Earnings Scheduled For November 5, 2015']",10
NVDA,2015-11-06,"['Wall Street Weighs In On Pricy NVIDIA After Stellar Earnings', 'Nvidia Sharply Higher After Q3 Beat', 'Top Performing Industries For November 6, 2015', 'Stocks Hitting 52-Week Highs', 'Morning Market Gainers', ""MKM: It's Time To Buy Nvidia"", ""Benzinga's Top Upgrades"", ""UPDATE: MKM Upgrades NVIDIA, Calls 'Expensive,' But 'Worth It'; Sees Opportunities as 'Never Greater'"", ""Benzinga's Top #PreMarket Gainers"", 'MKM Partners Upgrades NVIDIA to Buy', '7 Stocks To Watch For November 6, 2015']",11
NVDA,2015-11-07,['These 11 Companies Are Betting On The Drone Revolution'],1
NVDA,2015-11-13,['Option Alert: $NVDA Nov 27 $13 Call Sweep; 1256 Contracts @Ask @$0.29; Ref $29.85'],1
NVDA,2015-11-16,"[""Why Canaccord Is Buying Nvidia's Long-Term Picture"", ""Benzinga's Top Upgrades"", 'Canaccord Genuity Upgrades NVIDIA to Buy, Raises to $35.00']",3
NVDA,2015-11-30,['Option Alert: $NVDA Jan $32 Call Sweep; 1385 Contracts @Ask @$1.11'],1
NVDA,2015-12-09,['Option Alert: NVDA Jan16 36.0 Calls Sweep: 959 @ ASK $0.48: 972 traded vs 2975 OI: $33.37 Ref'],1
NVDA,2015-12-14,['FAA: Unregistered Drones Could Soon Mean Jail Time'],1
NVDA,2015-12-16,"['MKM Partners Top Picks For 2016: ACE, CTXS, EA, FIVE, GOOGL, INFN, LB, MYCC, NVDA, TOL, VIAV']",1
NVDA,2015-12-17,['The Top 20 Wall Street Analysts Of 2015'],1
NVDA,2015-12-22,"[""UPDATE: Argus Names Three Top Ideas for 'The Connected Car' Thesis: Sirius XM, Panasonic, SunnyOptical; Highlights Supply Chain Implications at NVIDIA, Qualcomm, Murata"", ""UPDATE: Argus Sees 75+% of Autos Being LTE-Enabled by '20"", 'Argus Sees the Global Connected Car Market Reaching ~$150B, Telematics as $50B Market Opportunity by 2020']",3
NVDA,2015-12-24,"['Shares Of Nvidia Slightly Higher Following Report Of Shortages, Higher Pricing', 'High-end Nvidia Graphics Card Pricing Up 15% Due to Shortages, Strong Demand -DigiTimes']",2
NVDA,2015-12-28,"['Option Alert: NVDA Fri 1/8 33.0 Calls (Wkly) Sweep: 700 @ ASK $0.80: 1205 traded vs 3130 OI: Earnings 2/10 $32.94 Ref', ""UPDATE: B. Riley on Semi Industry Into '16: 'Analysis Suggests Another Intense Year Of M&A In CY16'"", ""UPDATE: B. Riley on Semi Industry Into '16: 'Bottoms-up tally (57 co's) suggests a double-digit CY16 FCF rebound'"", ""B. Riley on Semi Industry Into '16: 'Ample fuel to build on CY15's record M&A (31+ deals), dividend pay-outs ($16.0B+), and buy-backs ($31.0B+)'""]",4
NVDA,2015-12-29,['Option Alert: NVDA Jan16 33.5 Calls Sweep: 2519 @ ASK $1.23: 5952 traded vs 217 OI: Earnings 2/10 $33.71 Ref'],1
NVDA,2015-12-30,['Stocks Hitting 52-Week Highs'],1
NVDA,2016-01-05,"['Fast Money Halftime Report Traders Share Their Thoughts On NVIDIA, Microsoft, Walt Disney, GoPro And Fitbit', 'The Best Stock Ideas Of 2015']",2
NVDA,2016-01-06,"['Deutsche Bank Is Buying Mobileye On VW And GM Support, Expects Stock To Double', 'Fast Money Picks For January 6']",2
NVDA,2016-01-13,['Option Alert: NVDA Feb16 32.0 Calls Sweep: 2499 @ ASK $1.05: 2500 traded vs 2233 OI: Earnings 2/10 $30.40 Ref'],1
NVDA,2016-01-14,"['11 Different Ways To Play The Bear Market (From 11 Traders)', 'Barclays Downgrades Nvidia, Likes Skyworks, Cirrus And Others', ""Benzinga's Top Downgrades"", 'Barclays Downgrades NVIDIA to Underweight, Raises PT to $25.00']",4
NVDA,2016-01-15,['Intel Starts Off Earnings Season For Chip-Maker Group With A Thud'],1
NVDA,2016-01-19,['Option Alert: NVDA Feb16 27.0 Puts Sweep: 612 @ ASK $1.46: 1131 traded vs 194 OI: Earnings 2/10 $27.35 Ref'],1
NVDA,2016-01-20,"['JMP Sees NVIDIA Slide From $33.44 2 Weeks Ago To Current Share Price Of $27.35 Ahead Of VR, AI, And Autonomous Driving']",1
