Date,Open,High,Low,Close,Volume
2018-07-25,62.08051884708287,63.35025801938801,61.90358661511062,63.236270904541016,51104000
2018-07-26,62.80212216662584,63.80423779360714,62.59495948581079,63.7100715637207,54686000
2018-07-27,63.88947748196613,64.00445526002171,61.67758831733646,62.09389877319336,48362000
2018-07-30,61.705344418372555,62.09390111054303,60.67052168990716,60.96144104003906,43896000
2018-07-31,61.04421137477646,61.51503877217524,60.275034609294465,60.821685791015625,39382000
2018-08-01,61.41096101347404,61.74747371555368,60.70868826670111,61.10765075683594,36994000
2018-08-02,60.389515030194794,61.67363026870209,60.36770902862689,61.511070251464844,34704000
2018-08-03,61.71178926073466,61.77820171227437,60.930716970703656,61.36387634277344,21264000
2018-08-06,61.534851414480336,61.57697741138969,60.985719893149074,61.33958053588867,22114000
2018-08-07,62.050286215151715,62.74760560322747,62.03988043832837,62.24010467529297,42506000
2018-08-08,62.28371464888826,63.027122680520485,62.05573663959463,62.51219177246094,34344000
2018-08-09,62.58158224111328,63.039024303045885,62.45123777836403,62.667320251464844,27326000
2018-08-10,62.405630456506685,62.505744455577286,61.80991491752661,62.0750617980957,26602000
2018-08-13,62.01014356794544,62.74215137879093,61.80347622502818,61.88326644897461,27500000
2018-08-14,62.07457254828527,62.47551635459979,61.432269168947464,62.354095458984375,28080000
2018-08-15,61.66718541968389,62.0487998892952,60.773112912401515,61.06948471069336,37052000
2018-08-16,61.553685768140376,61.63843688187862,60.445512208710426,60.66506576538086,32176000
2018-08-17,60.56495623560335,60.8082971269196,59.670883777475254,60.258174896240234,33092000
2018-08-20,60.49656909164622,60.75676268028878,59.90382546264028,60.56050109863281,22218000
2018-08-21,60.613524255803895,61.096243364971755,60.21753381099704,60.335487365722656,23082000
2018-08-22,60.17738531551738,60.787476831600465,60.12782554172561,60.55057907104492,22296000
2018-08-23,60.45790656141297,61.21568682937405,60.43163878141544,60.52134323120117,24666000
2018-08-24,60.76121686857708,61.32620668102879,60.53422952112296,61.29399490356445,24454000
2018-08-27,61.66024554727935,62.34071224621682,61.48876576119388,62.26141357421875,28580000
2018-08-28,62.24307389397882,62.27578478470484,61.60225654145498,61.745487213134766,27330000
2018-08-29,62.19847752958792,62.801630721454984,62.08944373689959,62.676734924316406,36926000
2018-08-30,62.61477577314226,62.91659999479421,61.812392889065606,62.17071533203125,30104000
2018-08-31,62.06019862087965,62.07704750902124,60.74882500359902,61.048667907714844,42308000
2018-09-04,60.588747317717875,60.85389800636838,59.79776081224916,60.033172607421875,41458000
2018-09-05,59.92959274677737,60.20961099849978,58.25048146505982,59.428043365478516,53988000
2018-09-06,59.40177671377289,59.422592049532845,57.6691391707006,58.67918395996094,46854000
2018-09-07,58.08494944415617,58.90517953017783,57.94965165488326,58.361995697021484,32658000
2018-09-10,58.68958681588538,58.81150682548309,58.01605854552151,58.236602783203125,27670000
2018-09-11,58.04034491712475,59.02362654143486,57.785108455238316,58.97654342651367,29254000
2018-09-12,58.580550747320544,59.01123342912516,57.795512055893596,58.06512451171875,35716000
2018-09-13,58.4665683293055,58.87098326434867,57.94717182481978,58.587493896484375,40068000
