,Date,Stock_symbol,AvgSentiment,HeadlineCount,AvgConfidence
0,2019-07-01 00:00:00+00:00,TSLA,-0.25,4,0.8706664592027664
1,2019-07-02 00:00:00+00:00,TSLA,0.25,12,0.8770543287197748
2,2019-07-03 00:00:00+00:00,TSLA,0.3333333333333333,12,0.7904532353083292
3,2019-07-05 00:00:00+00:00,TSLA,0.0,3,0.8584587574005127
4,2019-07-06 00:00:00+00:00,TSLA,0.0,2,0.9399124383926392
5,2019-07-08 00:00:00+00:00,TSLA,-0.3333333333333333,3,0.8232741157213846
6,2019-07-09 00:00:00+00:00,TSLA,0.0,6,0.7903040746847788
7,2019-07-10 00:00:00+00:00,TSLA,-0.14285714285714285,7,0.7260054988520486
8,2019-07-11 00:00:00+00:00,TSLA,0.16666666666666666,6,0.8532371322313944
9,2019-07-12 00:00:00+00:00,TSLA,-0.5,2,0.9300724565982819
10,2019-07-15 00:00:00+00:00,TSLA,1.0,1,0.6892300844192505
11,2019-07-16 00:00:00+00:00,TSLA,0.75,4,0.8586180061101913
12,2019-07-17 00:00:00+00:00,TSLA,0.0,2,0.7546823918819427
13,2019-07-22 00:00:00+00:00,TSLA,-0.6,5,0.8014598727226258
14,2019-07-23 00:00:00+00:00,TSLA,-0.5,2,0.9139514267444611
15,2019-07-24 00:00:00+00:00,TSLA,-0.15789473684210525,19,0.8428892650102314
16,2019-07-25 00:00:00+00:00,TSLA,-0.2222222222222222,27,0.7971348740436413
17,2019-07-26 00:00:00+00:00,TSLA,0.0,10,0.7960582137107849
18,2019-07-27 00:00:00+00:00,TSLA,0.0,1,0.8327097296714783
19,2019-07-28 00:00:00+00:00,TSLA,0.0,2,0.8553778827190399
20,2019-07-29 00:00:00+00:00,TSLA,-0.3333333333333333,3,0.7582042018572489
21,2019-07-30 00:00:00+00:00,TSLA,0.14285714285714285,7,0.9034480963434491
22,2019-07-31 00:00:00+00:00,TSLA,-1.0,1,0.6851475238800049
23,2019-08-01 00:00:00+00:00,TSLA,-0.5,2,0.7817951738834381
24,2019-08-02 00:00:00+00:00,TSLA,0.0,1,0.8687891960144043
25,2019-08-04 00:00:00+00:00,TSLA,0.0,1,0.9202519059181212
26,2019-08-05 00:00:00+00:00,TSLA,-0.2,5,0.8056203842163085
27,2019-08-06 00:00:00+00:00,TSLA,1.0,2,0.7074243426322937
28,2019-08-07 00:00:00+00:00,TSLA,0.5,4,0.7415764629840851
29,2019-08-08 00:00:00+00:00,TSLA,1.0,1,0.9481791257858276
30,2019-08-09 00:00:00+00:00,TSLA,0.0,1,0.9308316111564636
31,2019-08-12 00:00:00+00:00,TSLA,-0.5,2,0.7938653230667114
32,2019-08-14 00:00:00+00:00,TSLA,-0.3333333333333333,3,0.744254489739736
33,2019-08-15 00:00:00+00:00,TSLA,0.0,1,0.9005745649337769
34,2019-08-16 00:00:00+00:00,TSLA,-1.0,1,0.9646462202072144
35,2019-08-19 00:00:00+00:00,TSLA,0.4,5,0.7591910481452941
36,2019-08-20 00:00:00+00:00,TSLA,0.375,8,0.7586212828755379
37,2019-08-21 00:00:00+00:00,TSLA,-0.6666666666666666,3,0.6701033810774485
38,2019-08-22 00:00:00+00:00,TSLA,0.125,8,0.8578392863273621
39,2019-08-23 00:00:00+00:00,TSLA,0.16666666666666666,6,0.8057142297426859
40,2019-08-26 00:00:00+00:00,TSLA,0.16666666666666666,6,0.777895579735438
41,2019-08-27 00:00:00+00:00,TSLA,0.0,1,0.9052594304084778
42,2019-08-28 00:00:00+00:00,TSLA,0.0,2,0.8242445290088654
43,2019-08-29 00:00:00+00:00,TSLA,1.0,2,0.8207422494888306
44,2019-08-30 00:00:00+00:00,TSLA,0.5,8,0.866301603615284
45,2019-09-02 00:00:00+00:00,TSLA,0.0,1,0.9224364161491394
46,2019-09-03 00:00:00+00:00,TSLA,-0.5,2,0.8557041883468628
47,2019-09-04 00:00:00+00:00,TSLA,-0.5,2,0.8438770473003387
48,2019-09-05 00:00:00+00:00,TSLA,0.5,4,0.9060090333223343
49,2019-09-06 00:00:00+00:00,TSLA,-1.0,1,0.8273287415504456
50,2019-09-07 00:00:00+00:00,TSLA,0.0,2,0.88958740234375
51,2019-09-09 00:00:00+00:00,TSLA,-0.3333333333333333,3,0.7384594480196635
52,2019-09-10 00:00:00+00:00,TSLA,0.16666666666666666,6,0.6710606614748637
53,2019-09-11 00:00:00+00:00,TSLA,0.25,4,0.6980613172054291
54,2019-09-12 00:00:00+00:00,TSLA,-0.3333333333333333,3,0.7111404637495676
55,2019-09-13 00:00:00+00:00,TSLA,0.6666666666666666,3,0.6852173805236816
56,2019-09-16 00:00:00+00:00,TSLA,0.6666666666666666,3,0.7764674623807272
57,2019-09-17 00:00:00+00:00,TSLA,0.0,1,0.6934806704521179
58,2019-09-18 00:00:00+00:00,TSLA,1.0,2,0.8970674574375153
59,2019-09-19 00:00:00+00:00,TSLA,1.0,1,0.5163992643356323
60,2019-09-20 00:00:00+00:00,TSLA,-0.3333333333333333,3,0.8503576914469401
61,2019-09-21 00:00:00+00:00,TSLA,0.0,1,0.7583105564117432
62,2019-09-23 00:00:00+00:00,TSLA,0.0,4,0.6940662115812302
63,2019-09-24 00:00:00+00:00,TSLA,-0.75,4,0.8951862156391144
64,2019-09-25 00:00:00+00:00,TSLA,1.0,1,0.756946325302124
65,2019-09-26 00:00:00+00:00,TSLA,0.14285714285714285,7,0.8083613174302238
66,2019-09-27 00:00:00+00:00,TSLA,0.25,4,0.8344844877719879
67,2019-09-28 00:00:00+00:00,TSLA,0.0,2,0.8021177351474762
68,2019-09-30 00:00:00+00:00,TSLA,-1.0,1,0.7252350449562073
69,2019-10-01 00:00:00+00:00,TSLA,0.5,2,0.6498763561248779
70,2019-10-02 00:00:00+00:00,TSLA,0.08333333333333333,12,0.8573652356863022
